STATISTIC Label,Quarter,Sex,NACE Rev 2 Economic Sector,Region,UNIT,VALUE
Persons aged 15-89 years in Employment,2018Q4,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,51.6
Persons aged 15-89 years in Employment,2018Q4,Both sexes,Information and communication (J),Dublin,Thousand,63.2
Persons aged 15-89 years in Employment,2018Q4,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,59.2
Persons aged 15-89 years in Employment,2018Q4,Both sexes,Administrative and support service activities (N),Dublin,Thousand,36.3
Persons aged 15-89 years in Employment,2018Q4,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,38.5
Persons aged 15-89 years in Employment,2018Q4,Both sexes,Education (P),Dublin,Thousand,53.8
Persons aged 15-89 years in Employment,2018Q4,Both sexes,Human health and social work activities (Q),Dublin,Thousand,83.1
Persons aged 15-89 years in Employment,2018Q4,Both sexes,Industry (B to E),Dublin,Thousand,46.3
Persons aged 15-89 years in Employment,2018Q4,Both sexes,Industry and Construction (B to F),Dublin,Thousand,77
Persons aged 15-89 years in Employment,2018Q4,Both sexes,Services (G to U),Dublin,Thousand,613.6
Persons aged 15-89 years in Employment,2018Q4,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,54.8
Persons aged 15-89 years in Employment,2018Q4,Both sexes,Other NACE activities (R to U),Dublin,Thousand,41.5
Persons aged 15-89 years in Employment,2018Q4,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2018Q4,Male,All NACE economic sectors,Dublin,Thousand,366.8
Persons aged 15-89 years in Employment,2018Q4,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2018Q4,Male,Construction (F),Dublin,Thousand,28.4
Persons aged 15-89 years in Employment,2018Q4,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,50.2
Persons aged 15-89 years in Employment,2018Q4,Male,Transportation and storage (H),Dublin,Thousand,27.9
Persons aged 15-89 years in Employment,2018Q4,Male,Accommodation and food service activities (I),Dublin,Thousand,27.6
Persons aged 15-89 years in Employment,2018Q4,Male,Information and communication (J),Dublin,Thousand,41.4
Persons aged 15-89 years in Employment,2018Q4,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,29.5
Persons aged 15-89 years in Employment,2018Q4,Male,Administrative and support service activities (N),Dublin,Thousand,21.4
Persons aged 15-89 years in Employment,2018Q4,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,20.9
Persons aged 15-89 years in Employment,2018Q4,Male,Education (P),Dublin,Thousand,18.2
Persons aged 15-89 years in Employment,2018Q4,Male,Human health and social work activities (Q),Dublin,Thousand,18.3
Persons aged 15-89 years in Employment,2018Q4,Male,Industry (B to E),Dublin,Thousand,31.7
Persons aged 15-89 years in Employment,2018Q4,Male,Industry and Construction (B to F),Dublin,Thousand,60.1
Persons aged 15-89 years in Employment,2018Q4,Male,Services (G to U),Dublin,Thousand,301.1
Persons aged 15-89 years in Employment,2018Q4,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,28.1
Persons aged 15-89 years in Employment,2018Q4,Male,Other NACE activities (R to U),Dublin,Thousand,17.5
Persons aged 15-89 years in Employment,2018Q4,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2018Q4,Female,All NACE economic sectors,Dublin,Thousand,331
Persons aged 15-89 years in Employment,2018Q4,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2018Q4,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2018Q4,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,44.8
Persons aged 15-89 years in Employment,2018Q4,Female,Transportation and storage (H),Dublin,Thousand,8.6
Persons aged 15-89 years in Employment,2018Q4,Female,Accommodation and food service activities (I),Dublin,Thousand,24
Persons aged 15-89 years in Employment,2018Q4,Female,Information and communication (J),Dublin,Thousand,21.9
Persons aged 15-89 years in Employment,2018Q4,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,29.7
Persons aged 15-89 years in Employment,2018Q4,Female,Administrative and support service activities (N),Dublin,Thousand,14.8
Persons aged 15-89 years in Employment,2018Q4,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,17.6
Persons aged 15-89 years in Employment,2018Q4,Female,Education (P),Dublin,Thousand,35.5
Persons aged 15-89 years in Employment,2018Q4,Female,Human health and social work activities (Q),Dublin,Thousand,64.8
Persons aged 15-89 years in Employment,2018Q4,Female,Industry (B to E),Dublin,Thousand,14.7
Persons aged 15-89 years in Employment,2018Q4,Female,Industry and Construction (B to F),Dublin,Thousand,16.9
Persons aged 15-89 years in Employment,2018Q4,Female,Services (G to U),Dublin,Thousand,312.5
Persons aged 15-89 years in Employment,2018Q4,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,26.7
Persons aged 15-89 years in Employment,2018Q4,Female,Other NACE activities (R to U),Dublin,Thousand,24.1
Persons aged 15-89 years in Employment,2018Q4,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q1,Both sexes,All NACE economic sectors,Dublin,Thousand,702.2
Persons aged 15-89 years in Employment,2019Q1,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q1,Both sexes,Construction (F),Dublin,Thousand,35.2
Persons aged 15-89 years in Employment,2019Q1,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,91.2
Persons aged 15-89 years in Employment,2019Q1,Both sexes,Transportation and storage (H),Dublin,Thousand,40
Persons aged 15-89 years in Employment,2019Q1,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,52.9
Persons aged 15-89 years in Employment,2019Q1,Both sexes,Information and communication (J),Dublin,Thousand,62.3
Persons aged 15-89 years in Employment,2019Q1,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,58.1
Persons aged 15-89 years in Employment,2019Q1,Both sexes,Administrative and support service activities (N),Dublin,Thousand,38.6
Persons aged 15-89 years in Employment,2019Q1,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,37.9
Persons aged 15-89 years in Employment,2019Q1,Both sexes,Education (P),Dublin,Thousand,51.2
Persons aged 15-89 years in Employment,2019Q1,Both sexes,Human health and social work activities (Q),Dublin,Thousand,82.6
Persons aged 15-89 years in Employment,2019Q1,Both sexes,Industry (B to E),Dublin,Thousand,49
Persons aged 15-89 years in Employment,2019Q1,Both sexes,Industry and Construction (B to F),Dublin,Thousand,84.1
Persons aged 15-89 years in Employment,2019Q1,Both sexes,Services (G to U),Dublin,Thousand,611.3
Persons aged 15-89 years in Employment,2019Q1,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,57.4
Persons aged 15-89 years in Employment,2019Q1,Both sexes,Other NACE activities (R to U),Dublin,Thousand,39.2
Persons aged 15-89 years in Employment,2019Q1,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q1,Male,All NACE economic sectors,Dublin,Thousand,370.8
Persons aged 15-89 years in Employment,2019Q1,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q1,Male,Construction (F),Dublin,Thousand,31.9
Persons aged 15-89 years in Employment,2019Q1,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,44.8
Persons aged 15-89 years in Employment,2019Q1,Male,Transportation and storage (H),Dublin,Thousand,31.8
Persons aged 15-89 years in Employment,2019Q1,Male,Accommodation and food service activities (I),Dublin,Thousand,25.4
Persons aged 15-89 years in Employment,2019Q1,Male,Information and communication (J),Dublin,Thousand,45.8
Persons aged 15-89 years in Employment,2019Q1,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,30.9
Persons aged 15-89 years in Employment,2019Q1,Male,Administrative and support service activities (N),Dublin,Thousand,20.7
Persons aged 15-89 years in Employment,2019Q1,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,18.8
Persons aged 15-89 years in Employment,2019Q1,Male,Education (P),Dublin,Thousand,15.3
Persons aged 15-89 years in Employment,2019Q1,Male,Human health and social work activities (Q),Dublin,Thousand,17.7
Persons aged 15-89 years in Employment,2019Q1,Male,Industry (B to E),Dublin,Thousand,34.7
Persons aged 15-89 years in Employment,2019Q1,Male,Industry and Construction (B to F),Dublin,Thousand,66.6
Persons aged 15-89 years in Employment,2019Q1,Male,Services (G to U),Dublin,Thousand,299.2
Persons aged 15-89 years in Employment,2019Q1,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,31.2
Persons aged 15-89 years in Employment,2019Q1,Male,Other NACE activities (R to U),Dublin,Thousand,16.8
Persons aged 15-89 years in Employment,2019Q1,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q1,Female,All NACE economic sectors,Dublin,Thousand,331.5
Persons aged 15-89 years in Employment,2019Q1,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q1,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q1,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,46.4
Persons aged 15-89 years in Employment,2019Q1,Female,Transportation and storage (H),Dublin,Thousand,8.2
Persons aged 15-89 years in Employment,2019Q1,Female,Accommodation and food service activities (I),Dublin,Thousand,27.5
Persons aged 15-89 years in Employment,2019Q1,Female,Information and communication (J),Dublin,Thousand,16.5
Persons aged 15-89 years in Employment,2019Q1,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,27.2
Persons aged 15-89 years in Employment,2019Q1,Female,Administrative and support service activities (N),Dublin,Thousand,17.9
Persons aged 15-89 years in Employment,2019Q1,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,19.1
Persons aged 15-89 years in Employment,2019Q1,Female,Education (P),Dublin,Thousand,36
Persons aged 15-89 years in Employment,2019Q1,Female,Human health and social work activities (Q),Dublin,Thousand,64.9
Persons aged 15-89 years in Employment,2019Q1,Female,Industry (B to E),Dublin,Thousand,14.3
Persons aged 15-89 years in Employment,2019Q1,Female,Industry and Construction (B to F),Dublin,Thousand,17.6
Persons aged 15-89 years in Employment,2019Q1,Female,Services (G to U),Dublin,Thousand,312.1
Persons aged 15-89 years in Employment,2019Q1,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,26.2
Persons aged 15-89 years in Employment,2019Q1,Female,Other NACE activities (R to U),Dublin,Thousand,22.4
Persons aged 15-89 years in Employment,2019Q1,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q2,Both sexes,All NACE economic sectors,Dublin,Thousand,713.3
Persons aged 15-89 years in Employment,2019Q2,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q2,Both sexes,Construction (F),Dublin,Thousand,33.3
Persons aged 15-89 years in Employment,2019Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,89.1
Persons aged 15-89 years in Employment,2019Q2,Both sexes,Transportation and storage (H),Dublin,Thousand,40.7
Persons aged 15-89 years in Employment,2019Q2,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,56.6
Persons aged 15-89 years in Employment,2019Q2,Both sexes,Information and communication (J),Dublin,Thousand,65.9
Persons aged 15-89 years in Employment,2019Q2,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,59.7
Persons aged 15-89 years in Employment,2019Q2,Both sexes,Administrative and support service activities (N),Dublin,Thousand,38.6
Persons aged 15-89 years in Employment,2019Q2,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,37.8
Persons aged 15-89 years in Employment,2019Q2,Both sexes,Education (P),Dublin,Thousand,54
Persons aged 15-89 years in Employment,2019Q2,Both sexes,Human health and social work activities (Q),Dublin,Thousand,85.6
Persons aged 15-89 years in Employment,2019Q2,Both sexes,Industry (B to E),Dublin,Thousand,45.4
Persons aged 15-89 years in Employment,2019Q2,Both sexes,Industry and Construction (B to F),Dublin,Thousand,78.7
Persons aged 15-89 years in Employment,2019Q2,Both sexes,Services (G to U),Dublin,Thousand,627.7
Persons aged 15-89 years in Employment,2019Q2,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,62.3
Persons aged 15-89 years in Employment,2019Q2,Both sexes,Other NACE activities (R to U),Dublin,Thousand,37.6
Persons aged 15-89 years in Employment,2019Q2,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q2,Male,All NACE economic sectors,Dublin,Thousand,379.2
Persons aged 15-89 years in Employment,2019Q2,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q2,Male,Construction (F),Dublin,Thousand,29.7
Persons aged 15-89 years in Employment,2019Q2,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,46.8
Persons aged 15-89 years in Employment,2019Q2,Male,Transportation and storage (H),Dublin,Thousand,31.5
Persons aged 15-89 years in Employment,2019Q2,Male,Accommodation and food service activities (I),Dublin,Thousand,27.7
Persons aged 15-89 years in Employment,2019Q2,Male,Information and communication (J),Dublin,Thousand,44.8
Persons aged 15-89 years in Employment,2019Q2,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,31.4
Persons aged 15-89 years in Employment,2019Q2,Male,Administrative and support service activities (N),Dublin,Thousand,21.4
Persons aged 15-89 years in Employment,2019Q2,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,19.2
Persons aged 15-89 years in Employment,2019Q2,Male,Education (P),Dublin,Thousand,17.8
Persons aged 15-89 years in Employment,2019Q2,Male,Human health and social work activities (Q),Dublin,Thousand,21.4
Persons aged 15-89 years in Employment,2019Q2,Male,Industry (B to E),Dublin,Thousand,30
Persons aged 15-89 years in Employment,2019Q2,Male,Industry and Construction (B to F),Dublin,Thousand,59.8
Persons aged 15-89 years in Employment,2019Q2,Male,Services (G to U),Dublin,Thousand,314.1
Persons aged 15-89 years in Employment,2019Q2,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,35.7
Persons aged 15-89 years in Employment,2019Q2,Male,Other NACE activities (R to U),Dublin,Thousand,16.3
Persons aged 15-89 years in Employment,2019Q2,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q2,Female,All NACE economic sectors,Dublin,Thousand,334.1
Persons aged 15-89 years in Employment,2019Q2,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q2,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q2,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,42.3
Persons aged 15-89 years in Employment,2019Q2,Female,Transportation and storage (H),Dublin,Thousand,9.2
Persons aged 15-89 years in Employment,2019Q2,Female,Accommodation and food service activities (I),Dublin,Thousand,29
Persons aged 15-89 years in Employment,2019Q2,Female,Information and communication (J),Dublin,Thousand,21.2
Persons aged 15-89 years in Employment,2019Q2,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,28.2
Persons aged 15-89 years in Employment,2019Q2,Female,Administrative and support service activities (N),Dublin,Thousand,17.2
Persons aged 15-89 years in Employment,2019Q2,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,18.5
Persons aged 15-89 years in Employment,2019Q2,Female,Education (P),Dublin,Thousand,36.1
Persons aged 15-89 years in Employment,2019Q2,Female,Human health and social work activities (Q),Dublin,Thousand,64.1
Persons aged 15-89 years in Employment,2019Q2,Female,Industry (B to E),Dublin,Thousand,15.4
Persons aged 15-89 years in Employment,2019Q2,Female,Industry and Construction (B to F),Dublin,Thousand,19
Persons aged 15-89 years in Employment,2019Q2,Female,Services (G to U),Dublin,Thousand,313.6
Persons aged 15-89 years in Employment,2019Q2,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,26.5
Persons aged 15-89 years in Employment,2019Q2,Female,Other NACE activities (R to U),Dublin,Thousand,21.3
Persons aged 15-89 years in Employment,2019Q2,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q3,Both sexes,All NACE economic sectors,Dublin,Thousand,715.6
Persons aged 15-89 years in Employment,2019Q3,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q3,Both sexes,Construction (F),Dublin,Thousand,34.3
Persons aged 15-89 years in Employment,2019Q3,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,88.4
Persons aged 15-89 years in Employment,2019Q3,Both sexes,Transportation and storage (H),Dublin,Thousand,37.4
Persons aged 15-89 years in Employment,2019Q3,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,52.4
Persons aged 15-89 years in Employment,2019Q3,Both sexes,Information and communication (J),Dublin,Thousand,75.4
Persons aged 15-89 years in Employment,2019Q3,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,54.7
Persons aged 15-89 years in Employment,2019Q3,Both sexes,Administrative and support service activities (N),Dublin,Thousand,35.5
Persons aged 15-89 years in Employment,2019Q3,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,40.5
Persons aged 15-89 years in Employment,2019Q3,Both sexes,Education (P),Dublin,Thousand,59.4
Persons aged 15-89 years in Employment,2019Q3,Both sexes,Human health and social work activities (Q),Dublin,Thousand,88.3
Persons aged 15-89 years in Employment,2019Q3,Both sexes,Industry (B to E),Dublin,Thousand,45.7
Persons aged 15-89 years in Employment,2019Q3,Both sexes,Industry and Construction (B to F),Dublin,Thousand,80
Persons aged 15-89 years in Employment,2019Q3,Both sexes,Services (G to U),Dublin,Thousand,632
Persons aged 15-89 years in Employment,2019Q3,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,64.2
Persons aged 15-89 years in Employment,2019Q3,Both sexes,Other NACE activities (R to U),Dublin,Thousand,35.8
Persons aged 15-89 years in Employment,2019Q3,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q3,Male,All NACE economic sectors,Dublin,Thousand,376.8
Persons aged 15-89 years in Employment,2019Q3,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q3,Male,Construction (F),Dublin,Thousand,31.4
Persons aged 15-89 years in Employment,2019Q3,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,44.8
Persons aged 15-89 years in Employment,2019Q3,Male,Transportation and storage (H),Dublin,Thousand,30.3
Persons aged 15-89 years in Employment,2019Q3,Male,Accommodation and food service activities (I),Dublin,Thousand,25.2
Persons aged 15-89 years in Employment,2019Q3,Male,Information and communication (J),Dublin,Thousand,53.7
Persons aged 15-89 years in Employment,2019Q3,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,30.2
Persons aged 15-89 years in Employment,2019Q3,Male,Administrative and support service activities (N),Dublin,Thousand,20.5
Persons aged 15-89 years in Employment,2019Q3,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,20.3
Persons aged 15-89 years in Employment,2019Q3,Male,Education (P),Dublin,Thousand,16.9
Persons aged 15-89 years in Employment,2019Q3,Male,Human health and social work activities (Q),Dublin,Thousand,21.7
Persons aged 15-89 years in Employment,2019Q3,Male,Industry (B to E),Dublin,Thousand,29.6
Persons aged 15-89 years in Employment,2019Q3,Male,Industry and Construction (B to F),Dublin,Thousand,61
Persons aged 15-89 years in Employment,2019Q3,Male,Services (G to U),Dublin,Thousand,312.8
Persons aged 15-89 years in Employment,2019Q3,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,34.1
Persons aged 15-89 years in Employment,2019Q3,Male,Other NACE activities (R to U),Dublin,Thousand,15
Persons aged 15-89 years in Employment,2019Q3,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q3,Female,All NACE economic sectors,Dublin,Thousand,338.8
Persons aged 15-89 years in Employment,2019Q3,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q3,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q3,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,43.6
Persons aged 15-89 years in Employment,2019Q3,Female,Transportation and storage (H),Dublin,Thousand,7.1
Persons aged 15-89 years in Employment,2019Q3,Female,Accommodation and food service activities (I),Dublin,Thousand,27.2
Persons aged 15-89 years in Employment,2019Q3,Female,Information and communication (J),Dublin,Thousand,21.7
Persons aged 15-89 years in Employment,2019Q3,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,24.5
Persons aged 15-89 years in Employment,2019Q3,Female,Administrative and support service activities (N),Dublin,Thousand,15
Persons aged 15-89 years in Employment,2019Q3,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,20.3
Persons aged 15-89 years in Employment,2019Q3,Female,Education (P),Dublin,Thousand,42.5
Persons aged 15-89 years in Employment,2019Q3,Female,Human health and social work activities (Q),Dublin,Thousand,66.5
Persons aged 15-89 years in Employment,2019Q3,Female,Industry (B to E),Dublin,Thousand,16.1
Persons aged 15-89 years in Employment,2019Q3,Female,Industry and Construction (B to F),Dublin,Thousand,19
Persons aged 15-89 years in Employment,2019Q3,Female,Services (G to U),Dublin,Thousand,319.2
Persons aged 15-89 years in Employment,2019Q3,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,30.1
Persons aged 15-89 years in Employment,2019Q3,Female,Other NACE activities (R to U),Dublin,Thousand,20.7
Persons aged 15-89 years in Employment,2019Q3,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q4,Both sexes,All NACE economic sectors,Dublin,Thousand,722.7
Persons aged 15-89 years in Employment,2019Q4,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q4,Both sexes,Construction (F),Dublin,Thousand,32.1
Persons aged 15-89 years in Employment,2019Q4,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,83.8
Persons aged 15-89 years in Employment,2019Q4,Both sexes,Transportation and storage (H),Dublin,Thousand,43.3
Persons aged 15-89 years in Employment,2019Q4,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,52.8
Persons aged 15-89 years in Employment,2019Q4,Both sexes,Information and communication (J),Dublin,Thousand,72.4
Persons aged 15-89 years in Employment,2019Q4,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,63
Persons aged 15-89 years in Employment,2019Q4,Both sexes,Administrative and support service activities (N),Dublin,Thousand,39.7
Persons aged 15-89 years in Employment,2019Q4,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,40.1
Persons aged 15-89 years in Employment,2019Q4,Both sexes,Education (P),Dublin,Thousand,60.8
Persons aged 15-89 years in Employment,2019Q4,Both sexes,Human health and social work activities (Q),Dublin,Thousand,86.9
Persons aged 15-89 years in Employment,2019Q4,Both sexes,Industry (B to E),Dublin,Thousand,47.5
Persons aged 15-89 years in Employment,2019Q4,Both sexes,Industry and Construction (B to F),Dublin,Thousand,79.6
Persons aged 15-89 years in Employment,2019Q4,Both sexes,Services (G to U),Dublin,Thousand,638.3
Persons aged 15-89 years in Employment,2019Q4,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,59.3
Persons aged 15-89 years in Employment,2019Q4,Both sexes,Other NACE activities (R to U),Dublin,Thousand,36.2
Persons aged 15-89 years in Employment,2019Q4,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q4,Male,All NACE economic sectors,Dublin,Thousand,379.8
Persons aged 15-89 years in Employment,2019Q4,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q4,Male,Construction (F),Dublin,Thousand,28.7
Persons aged 15-89 years in Employment,2019Q4,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,42
Persons aged 15-89 years in Employment,2019Q4,Male,Transportation and storage (H),Dublin,Thousand,34.7
Persons aged 15-89 years in Employment,2019Q4,Male,Accommodation and food service activities (I),Dublin,Thousand,27.5
Persons aged 15-89 years in Employment,2019Q4,Male,Information and communication (J),Dublin,Thousand,50.8
Persons aged 15-89 years in Employment,2019Q4,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,33.7
Persons aged 15-89 years in Employment,2019Q4,Male,Administrative and support service activities (N),Dublin,Thousand,23
Persons aged 15-89 years in Employment,2019Q4,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,20.1
Persons aged 15-89 years in Employment,2019Q4,Male,Education (P),Dublin,Thousand,18.3
Persons aged 15-89 years in Employment,2019Q4,Male,Human health and social work activities (Q),Dublin,Thousand,19.2
Persons aged 15-89 years in Employment,2019Q4,Male,Industry (B to E),Dublin,Thousand,30.9
Persons aged 15-89 years in Employment,2019Q4,Male,Industry and Construction (B to F),Dublin,Thousand,59.6
Persons aged 15-89 years in Employment,2019Q4,Male,Services (G to U),Dublin,Thousand,316.8
Persons aged 15-89 years in Employment,2019Q4,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,32.6
Persons aged 15-89 years in Employment,2019Q4,Male,Other NACE activities (R to U),Dublin,Thousand,14.9
Persons aged 15-89 years in Employment,2019Q4,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q4,Female,All NACE economic sectors,Dublin,Thousand,342.9
Persons aged 15-89 years in Employment,2019Q4,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q4,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2019Q4,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,41.8
Persons aged 15-89 years in Employment,2019Q4,Female,Transportation and storage (H),Dublin,Thousand,8.5
Persons aged 15-89 years in Employment,2019Q4,Female,Accommodation and food service activities (I),Dublin,Thousand,25.2
Persons aged 15-89 years in Employment,2019Q4,Female,Information and communication (J),Dublin,Thousand,21.6
Persons aged 15-89 years in Employment,2019Q4,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,29.3
Persons aged 15-89 years in Employment,2019Q4,Female,Administrative and support service activities (N),Dublin,Thousand,16.7
Persons aged 15-89 years in Employment,2019Q4,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,20
Persons aged 15-89 years in Employment,2019Q4,Female,Education (P),Dublin,Thousand,42.5
Persons aged 15-89 years in Employment,2019Q4,Female,Human health and social work activities (Q),Dublin,Thousand,67.8
Persons aged 15-89 years in Employment,2019Q4,Female,Industry (B to E),Dublin,Thousand,16.6
Persons aged 15-89 years in Employment,2019Q4,Female,Industry and Construction (B to F),Dublin,Thousand,20
Persons aged 15-89 years in Employment,2019Q4,Female,Services (G to U),Dublin,Thousand,321.5
Persons aged 15-89 years in Employment,2019Q4,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,26.7
Persons aged 15-89 years in Employment,2019Q4,Female,Other NACE activities (R to U),Dublin,Thousand,21.3
Persons aged 15-89 years in Employment,2019Q4,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q1,Both sexes,All NACE economic sectors,Dublin,Thousand,715.9
Persons aged 15-89 years in Employment,2020Q1,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q1,Both sexes,Construction (F),Dublin,Thousand,34.6
