STATISTIC,Statistic Label,TLIST(M1),Year,Month,C02076V02508,Age Group,Sex,UNIT,VALUE
MUM01C01,Seasonally Adjusted Monthly Unemployment,201905,2019,May,316,15 - 74 years,Female,Thousand,57
MUM01C01,Seasonally Adjusted Monthly Unemployment,201905,2019,May,4350,25 - 74 years,Both sexes,Thousand,87.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201905,2019,May,4350,25 - 74 years,Male,Thousand,46
MUM01C01,Seasonally Adjusted Monthly Unemployment,201905,2019,May,4350,25 - 74 years,Female,Thousand,41.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201906,2019,June,310,15 - 24 years,Both sexes,Thousand,39.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201906,2019,June,310,15 - 24 years,Male,Thousand,23.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201906,2019,June,310,15 - 24 years,Female,Thousand,15.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201906,2019,June,316,15 - 74 years,Both sexes,Thousand,127.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201906,2019,June,316,15 - 74 years,Male,Thousand,70.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201906,2019,June,316,15 - 74 years,Female,Thousand,56.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201906,2019,June,4350,25 - 74 years,Both sexes,Thousand,88.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201906,2019,June,4350,25 - 74 years,Male,Thousand,46.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201906,2019,June,4350,25 - 74 years,Female,Thousand,41.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201907,2019,July,310,15 - 24 years,Both sexes,Thousand,37.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201907,2019,July,310,15 - 24 years,Male,Thousand,22.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201907,2019,July,310,15 - 24 years,Female,Thousand,15.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201907,2019,July,316,15 - 74 years,Both sexes,Thousand,124.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201907,2019,July,316,15 - 74 years,Male,Thousand,71
MUM01C01,Seasonally Adjusted Monthly Unemployment,201907,2019,July,316,15 - 74 years,Female,Thousand,53.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201907,2019,July,4350,25 - 74 years,Both sexes,Thousand,87
MUM01C01,Seasonally Adjusted Monthly Unemployment,201907,2019,July,4350,25 - 74 years,Male,Thousand,48.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201907,2019,July,4350,25 - 74 years,Female,Thousand,38.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201908,2019,August,310,15 - 24 years,Both sexes,Thousand,36.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201908,2019,August,310,15 - 24 years,Male,Thousand,21.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201908,2019,August,310,15 - 24 years,Female,Thousand,14.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201908,2019,August,316,15 - 74 years,Both sexes,Thousand,122.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201908,2019,August,316,15 - 74 years,Male,Thousand,70.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201908,2019,August,316,15 - 74 years,Female,Thousand,52.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201908,2019,August,4350,25 - 74 years,Both sexes,Thousand,86.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201908,2019,August,4350,25 - 74 years,Male,Thousand,48.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201908,2019,August,4350,25 - 74 years,Female,Thousand,37.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201909,2019,September,310,15 - 24 years,Both sexes,Thousand,34.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201909,2019,September,310,15 - 24 years,Male,Thousand,19.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201909,2019,September,310,15 - 24 years,Female,Thousand,14.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201909,2019,September,316,15 - 74 years,Both sexes,Thousand,119.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201909,2019,September,316,15 - 74 years,Male,Thousand,68.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201909,2019,September,316,15 - 74 years,Female,Thousand,51.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201909,2019,September,4350,25 - 74 years,Both sexes,Thousand,85.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201909,2019,September,4350,25 - 74 years,Male,Thousand,49
MUM01C01,Seasonally Adjusted Monthly Unemployment,201909,2019,September,4350,25 - 74 years,Female,Thousand,36.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201910,2019,October,310,15 - 24 years,Both sexes,Thousand,32.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201910,2019,October,310,15 - 24 years,Male,Thousand,17.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201910,2019,October,310,15 - 24 years,Female,Thousand,14.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,201910,2019,October,316,15 - 74 years,Both sexes,Thousand,117.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201910,2019,October,316,15 - 74 years,Male,Thousand,66.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,201910,2019,October,316,15 - 74 years,Female,Thousand,51
MUM01C01,Seasonally Adjusted Monthly Unemployment,201910,2019,October,4350,25 - 74 years,Both sexes,Thousand,85.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201910,2019,October,4350,25 - 74 years,Male,Thousand,49
MUM01C01,Seasonally Adjusted Monthly Unemployment,201910,2019,October,4350,25 - 74 years,Female,Thousand,36.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201911,2019,November,310,15 - 24 years,Both sexes,Thousand,32.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201911,2019,November,310,15 - 24 years,Male,Thousand,18
MUM01C01,Seasonally Adjusted Monthly Unemployment,201911,2019,November,310,15 - 24 years,Female,Thousand,14.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201911,2019,November,316,15 - 74 years,Both sexes,Thousand,117.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201911,2019,November,316,15 - 74 years,Male,Thousand,66.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201911,2019,November,316,15 - 74 years,Female,Thousand,51.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,201911,2019,November,4350,25 - 74 years,Both sexes,Thousand,84.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201911,2019,November,4350,25 - 74 years,Male,Thousand,48
MUM01C01,Seasonally Adjusted Monthly Unemployment,201911,2019,November,4350,25 - 74 years,Female,Thousand,36.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,201912,2019,December,310,15 - 24 years,Both sexes,Thousand,35.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201912,2019,December,310,15 - 24 years,Male,Thousand,20.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,201912,2019,December,310,15 - 24 years,Female,Thousand,14.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201912,2019,December,316,15 - 74 years,Both sexes,Thousand,120.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,201912,2019,December,316,15 - 74 years,Male,Thousand,67.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,201912,2019,December,316,15 - 74 years,Female,Thousand,53.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201912,2019,December,4350,25 - 74 years,Both sexes,Thousand,85.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,201912,2019,December,4350,25 - 74 years,Male,Thousand,46.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,201912,2019,December,4350,25 - 74 years,Female,Thousand,38.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,202001,2020,January,310,15 - 24 years,Both sexes,Thousand,37.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202001,2020,January,310,15 - 24 years,Male,Thousand,23.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202001,2020,January,310,15 - 24 years,Female,Thousand,14.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,202001,2020,January,316,15 - 74 years,Both sexes,Thousand,123.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202001,2020,January,316,15 - 74 years,Male,Thousand,68.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,202001,2020,January,316,15 - 74 years,Female,Thousand,54.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,202001,2020,January,4350,25 - 74 years,Both sexes,Thousand,85.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202001,2020,January,4350,25 - 74 years,Male,Thousand,44.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,202001,2020,January,4350,25 - 74 years,Female,Thousand,40.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,202002,2020,February,310,15 - 24 years,Both sexes,Thousand,37.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,202002,2020,February,310,15 - 24 years,Male,Thousand,23.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202002,2020,February,310,15 - 24 years,Female,Thousand,14.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,202002,2020,February,316,15 - 74 years,Both sexes,Thousand,119.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,202002,2020,February,316,15 - 74 years,Male,Thousand,66.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,202002,2020,February,316,15 - 74 years,Female,Thousand,52.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202002,2020,February,4350,25 - 74 years,Both sexes,Thousand,82.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202002,2020,February,4350,25 - 74 years,Male,Thousand,43.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,202002,2020,February,4350,25 - 74 years,Female,Thousand,38.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202003,2020,March,310,15 - 24 years,Both sexes,Thousand,36.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,202003,2020,March,310,15 - 24 years,Male,Thousand,20.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202003,2020,March,310,15 - 24 years,Female,Thousand,16.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202003,2020,March,316,15 - 74 years,Both sexes,Thousand,120.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202003,2020,March,316,15 - 74 years,Male,Thousand,65.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202003,2020,March,316,15 - 74 years,Female,Thousand,55
MUM01C01,Seasonally Adjusted Monthly Unemployment,202003,2020,March,4350,25 - 74 years,Both sexes,Thousand,83.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202003,2020,March,4350,25 - 74 years,Male,Thousand,45
MUM01C01,Seasonally Adjusted Monthly Unemployment,202003,2020,March,4350,25 - 74 years,Female,Thousand,38.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202004,2020,April,310,15 - 24 years,Both sexes,Thousand,32.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,202004,2020,April,310,15 - 24 years,Male,Thousand,14.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202004,2020,April,310,15 - 24 years,Female,Thousand,17.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202004,2020,April,316,15 - 74 years,Both sexes,Thousand,107.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,202004,2020,April,316,15 - 74 years,Male,Thousand,60.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202004,2020,April,316,15 - 74 years,Female,Thousand,47.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202004,2020,April,4350,25 - 74 years,Both sexes,Thousand,75.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,202004,2020,April,4350,25 - 74 years,Male,Thousand,45.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,202004,2020,April,4350,25 - 74 years,Female,Thousand,29.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,202005,2020,May,310,15 - 24 years,Both sexes,Thousand,33.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202005,2020,May,310,15 - 24 years,Male,Thousand,14
MUM01C01,Seasonally Adjusted Monthly Unemployment,202005,2020,May,310,15 - 24 years,Female,Thousand,19.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202005,2020,May,316,15 - 74 years,Both sexes,Thousand,113.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202005,2020,May,316,15 - 74 years,Male,Thousand,63
MUM01C01,Seasonally Adjusted Monthly Unemployment,202005,2020,May,316,15 - 74 years,Female,Thousand,50.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202005,2020,May,4350,25 - 74 years,Both sexes,Thousand,80
MUM01C01,Seasonally Adjusted Monthly Unemployment,202005,2020,May,4350,25 - 74 years,Male,Thousand,49
MUM01C01,Seasonally Adjusted Monthly Unemployment,202005,2020,May,4350,25 - 74 years,Female,Thousand,31
MUM01C01,Seasonally Adjusted Monthly Unemployment,202006,2020,June,310,15 - 24 years,Both sexes,Thousand,38.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,202006,2020,June,310,15 - 24 years,Male,Thousand,17.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,202006,2020,June,310,15 - 24 years,Female,Thousand,21.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202006,2020,June,316,15 - 74 years,Both sexes,Thousand,130
MUM01C01,Seasonally Adjusted Monthly Unemployment,202006,2020,June,316,15 - 74 years,Male,Thousand,70.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202006,2020,June,316,15 - 74 years,Female,Thousand,59.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,202006,2020,June,4350,25 - 74 years,Both sexes,Thousand,91.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,202006,2020,June,4350,25 - 74 years,Male,Thousand,52.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,202006,2020,June,4350,25 - 74 years,Female,Thousand,38.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,202007,2020,July,310,15 - 24 years,Both sexes,Thousand,50.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,202007,2020,July,310,15 - 24 years,Male,Thousand,27.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,202007,2020,July,310,15 - 24 years,Female,Thousand,23
MUM01C01,Seasonally Adjusted Monthly Unemployment,202007,2020,July,316,15 - 74 years,Both sexes,Thousand,160.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,202007,2020,July,316,15 - 74 years,Male,Thousand,83.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202007,2020,July,316,15 - 74 years,Female,Thousand,76.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,202007,2020,July,4350,25 - 74 years,Both sexes,Thousand,110.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,202007,2020,July,4350,25 - 74 years,Male,Thousand,56.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,202007,2020,July,4350,25 - 74 years,Female,Thousand,53.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,202008,2020,August,310,15 - 24 years,Both sexes,Thousand,54.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202008,2020,August,310,15 - 24 years,Male,Thousand,30.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202008,2020,August,310,15 - 24 years,Female,Thousand,24
MUM01C01,Seasonally Adjusted Monthly Unemployment,202008,2020,August,316,15 - 74 years,Both sexes,Thousand,175.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202008,2020,August,316,15 - 74 years,Male,Thousand,90.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202008,2020,August,316,15 - 74 years,Female,Thousand,85
MUM01C01,Seasonally Adjusted Monthly Unemployment,202008,2020,August,4350,25 - 74 years,Both sexes,Thousand,120.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202008,2020,August,4350,25 - 74 years,Male,Thousand,59.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202008,2020,August,4350,25 - 74 years,Female,Thousand,61
MUM01C01,Seasonally Adjusted Monthly Unemployment,202009,2020,September,310,15 - 24 years,Both sexes,Thousand,57.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202009,2020,September,310,15 - 24 years,Male,Thousand,31.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202009,2020,September,310,15 - 24 years,Female,Thousand,26
MUM01C01,Seasonally Adjusted Monthly Unemployment,202009,2020,September,316,15 - 74 years,Both sexes,Thousand,179
MUM01C01,Seasonally Adjusted Monthly Unemployment,202009,2020,September,316,15 - 74 years,Male,Thousand,93.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202009,2020,September,316,15 - 74 years,Female,Thousand,85.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,202009,2020,September,4350,25 - 74 years,Both sexes,Thousand,121.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202009,2020,September,4350,25 - 74 years,Male,Thousand,61.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,202009,2020,September,4350,25 - 74 years,Female,Thousand,59.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,202010,2020,October,310,15 - 24 years,Both sexes,Thousand,47
MUM01C01,Seasonally Adjusted Monthly Unemployment,202010,2020,October,310,15 - 24 years,Male,Thousand,23.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202010,2020,October,310,15 - 24 years,Female,Thousand,23.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202010,2020,October,316,15 - 74 years,Both sexes,Thousand,156.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,202010,2020,October,316,15 - 74 years,Male,Thousand,85.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,202010,2020,October,316,15 - 74 years,Female,Thousand,71.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202010,2020,October,4350,25 - 74 years,Both sexes,Thousand,109.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,202010,2020,October,4350,25 - 74 years,Male,Thousand,61.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,202010,2020,October,4350,25 - 74 years,Female,Thousand,48.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202011,2020,November,310,15 - 24 years,Both sexes,Thousand,45.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,202011,2020,November,310,15 - 24 years,Male,Thousand,21.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202011,2020,November,310,15 - 24 years,Female,Thousand,24.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202011,2020,November,316,15 - 74 years,Both sexes,Thousand,151.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,202011,2020,November,316,15 - 74 years,Male,Thousand,84.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202011,2020,November,316,15 - 74 years,Female,Thousand,67.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202011,2020,November,4350,25 - 74 years,Both sexes,Thousand,106
MUM01C01,Seasonally Adjusted Monthly Unemployment,202011,2020,November,4350,25 - 74 years,Male,Thousand,63
MUM01C01,Seasonally Adjusted Monthly Unemployment,202011,2020,November,4350,25 - 74 years,Female,Thousand,43
MUM01C01,Seasonally Adjusted Monthly Unemployment,202012,2020,December,310,15 - 24 years,Both sexes,Thousand,41.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,202012,2020,December,310,15 - 24 years,Male,Thousand,18.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,202012,2020,December,310,15 - 24 years,Female,Thousand,23
MUM01C01,Seasonally Adjusted Monthly Unemployment,202012,2020,December,316,15 - 74 years,Both sexes,Thousand,150.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,202012,2020,December,316,15 - 74 years,Male,Thousand,83.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,202012,2020,December,316,15 - 74 years,Female,Thousand,67.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202012,2020,December,4350,25 - 74 years,Both sexes,Thousand,109.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,202012,2020,December,4350,25 - 74 years,Male,Thousand,65.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202012,2020,December,4350,25 - 74 years,Female,Thousand,44.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202101,2021,January,310,15 - 24 years,Both sexes,Thousand,44.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202101,2021,January,310,15 - 24 years,Male,Thousand,19.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202101,2021,January,310,15 - 24 years,Female,Thousand,25.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202101,2021,January,316,15 - 74 years,Both sexes,Thousand,167.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202101,2021,January,316,15 - 74 years,Male,Thousand,90.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202101,2021,January,316,15 - 74 years,Female,Thousand,76.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202101,2021,January,4350,25 - 74 years,Both sexes,Thousand,123.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,202101,2021,January,4350,25 - 74 years,Male,Thousand,71.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,202101,2021,January,4350,25 - 74 years,Female,Thousand,51.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202102,2021,February,310,15 - 24 years,Both sexes,Thousand,49.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202102,2021,February,310,15 - 24 years,Male,Thousand,22.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,202102,2021,February,310,15 - 24 years,Female,Thousand,26.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202102,2021,February,316,15 - 74 years,Both sexes,Thousand,178.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,202102,2021,February,316,15 - 74 years,Male,Thousand,95.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202102,2021,February,316,15 - 74 years,Female,Thousand,82.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,202102,2021,February,4350,25 - 74 years,Both sexes,Thousand,128.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,202102,2021,February,4350,25 - 74 years,Male,Thousand,73.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,202102,2021,February,4350,25 - 74 years,Female,Thousand,55.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202103,2021,March,310,15 - 24 years,Both sexes,Thousand,56.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202103,2021,March,310,15 - 24 years,Male,Thousand,27
MUM01C01,Seasonally Adjusted Monthly Unemployment,202103,2021,March,310,15 - 24 years,Female,Thousand,29.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202103,2021,March,316,15 - 74 years,Both sexes,Thousand,189.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202103,2021,March,316,15 - 74 years,Male,Thousand,100.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202103,2021,March,316,15 - 74 years,Female,Thousand,88.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,202103,2021,March,4350,25 - 74 years,Both sexes,Thousand,133.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202103,2021,March,4350,25 - 74 years,Male,Thousand,73.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,202103,2021,March,4350,25 - 74 years,Female,Thousand,59.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202104,2021,April,310,15 - 24 years,Both sexes,Thousand,61.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202104,2021,April,310,15 - 24 years,Male,Thousand,31
MUM01C01,Seasonally Adjusted Monthly Unemployment,202104,2021,April,310,15 - 24 years,Female,Thousand,30.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202104,2021,April,316,15 - 74 years,Both sexes,Thousand,189.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,202104,2021,April,316,15 - 74 years,Male,Thousand,102.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202104,2021,April,316,15 - 74 years,Female,Thousand,87.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,202104,2021,April,4350,25 - 74 years,Both sexes,Thousand,128.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202104,2021,April,4350,25 - 74 years,Male,Thousand,71.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202104,2021,April,4350,25 - 74 years,Female,Thousand,57.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202105,2021,May,310,15 - 24 years,Both sexes,Thousand,56.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202105,2021,May,310,15 - 24 years,Male,Thousand,29.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,202105,2021,May,310,15 - 24 years,Female,Thousand,27.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202105,2021,May,316,15 - 74 years,Both sexes,Thousand,179.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202105,2021,May,316,15 - 74 years,Male,Thousand,97.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,202105,2021,May,316,15 - 74 years,Female,Thousand,82.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,202105,2021,May,4350,25 - 74 years,Both sexes,Thousand,122.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202105,2021,May,4350,25 - 74 years,Male,Thousand,67.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,202105,2021,May,4350,25 - 74 years,Female,Thousand,55.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202106,2021,June,310,15 - 24 years,Both sexes,Thousand,49.6
MUM01C01,Seasonally Adjusted Monthly Unemployment,202106,2021,June,310,15 - 24 years,Male,Thousand,26.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,202106,2021,June,310,15 - 24 years,Female,Thousand,23.2
MUM01C01,Seasonally Adjusted Monthly Unemployment,202106,2021,June,316,15 - 74 years,Both sexes,Thousand,165.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,202106,2021,June,316,15 - 74 years,Male,Thousand,90.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202106,2021,June,316,15 - 74 years,Female,Thousand,75.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,202106,2021,June,4350,25 - 74 years,Both sexes,Thousand,115.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,202106,2021,June,4350,25 - 74 years,Male,Thousand,63.7
MUM01C01,Seasonally Adjusted Monthly Unemployment,202106,2021,June,4350,25 - 74 years,Female,Thousand,52
MUM01C01,Seasonally Adjusted Monthly Unemployment,202107,2021,July,310,15 - 24 years,Both sexes,Thousand,41.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202107,2021,July,310,15 - 24 years,Male,Thousand,22.5
MUM01C01,Seasonally Adjusted Monthly Unemployment,202107,2021,July,310,15 - 24 years,Female,Thousand,19
MUM01C01,Seasonally Adjusted Monthly Unemployment,202107,2021,July,316,15 - 74 years,Both sexes,Thousand,151.4
MUM01C01,Seasonally Adjusted Monthly Unemployment,202107,2021,July,316,15 - 74 years,Male,Thousand,82.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,202107,2021,July,316,15 - 74 years,Female,Thousand,69.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202107,2021,July,4350,25 - 74 years,Both sexes,Thousand,109.9
MUM01C01,Seasonally Adjusted Monthly Unemployment,202107,2021,July,4350,25 - 74 years,Male,Thousand,59.8
MUM01C01,Seasonally Adjusted Monthly Unemployment,202107,2021,July,4350,25 - 74 years,Female,Thousand,50.1
MUM01C01,Seasonally Adjusted Monthly Unemployment,202108,2021,August,310,15 - 24 years,Both sexes,Thousand,36.3
MUM01C01,Seasonally Adjusted Monthly Unemployment,202108,2021,August,310,15 - 24 years,Male,Thousand,19.1
